Code;Parent;Lvl;Name_en;Name_de;Name_fr;Name_it;Desc_en;Desc_de;Desc_fr;Desc_it;POSTYP_Title;POSTYP_Text
"1327";"1326";"9";"";"Golden Delicious Klasse A";"Golden Delicious classe A";"Golden Delicious classe A";"";"";"";"";"6";""
"1330";"1326";"9";"Gala";"Gala";"Gala";"Gala";"";"";"";"";"6";""
"1331";"1326";"9";"Braeburn";"Braeburn";"Braeburn";"Braeburn";"";"";"";"";"6";""
"1328";"1326";"9";"";"Andere Äpfel";"Autres pommes";"Altre mele";"";"";"";"";"6";""
"1329";"1325";"8";"";"Birnen";"Poires";"Pere";"";"";"";"";"6";""
"1333";"1307";"7";"Bananas";"Bananen";"Bananes";"Banane";"";"";"";"";"4";""
"1334";"1333";"8";"";"Bananen";"Bananes";"Banane";"";"";"";"";"6";""
"1338";"1307";"7";"Other fruits";"Andere Früchte";"Autres fruits";"Altra frutta";"";"";"";"";"4";""
"1339";"1338";"8";"";"Zuckermelonen";"Sucrin (Melon)";"Meloni";"";"";"";"";"6";""
"1340";"1338";"8";"";"Kiwi";"Kiwis";"Kiwi";"";"";"";"";"6";""
"1341";"1338";"8";"";"Trauben";"Raisin";"Uva";"";"";"";"";"6";""
"1342";"1338";"8";"";"Erdbeeren";"Fraises";"Fragole";"";"";"";"";"6";""
"1343";"1338";"8";"";"Beeren";"Baies";"Bacche";"";"";"";"";"6";""
"1344";"1338";"8";"Ananas";"Ananas";"Ananas";"Ananas";"";"";"";"";"6";""
"1345";"1338";"8";"";"Avocados";"Avocats";"Avocado";"";"";"";"";"6";""
"1347";"1306";"6";"Dried, frozen and tinned fruit";"Konservierte Früchte";"Fruits secs, surgelés et en conserve";"Frutta secca, surgelata e in conserve";"";"";"";"";"4";""
"1348";"1347";"7";"";"Trockenfrüchte";"Fruits secs";"Frutta secca";"";"";"";"";"6";""
"1349";"1347";"7";"";"Nüsse und Kerne (ganz, gemahlen, geraspelt)";"Noix et graines (entières, moulues, râpées)";"Noci e semi (interi, macinati, tritati)";"";"";"";"";"6";""
"1350";"1347";"7";"";"Nüsse gesalzen";"Noix salées";"Noci salate";"";"";"";"";"6";""
"1351";"1347";"7";"";"Tiefgekühlte Früchte";"Fruits surgelés";"Frutta surgelata";"";"";"";"";"6";""
"1352";"1347";"7";"";"Fruchtkonserven";"Fruits en conserves";"Conserve di frutta";"";"";"";"";"5";""
"1353";"1352";"8";"";"Ananas in Büchsen";"Ananas en boîte";"Ananas in scatola";"";"";"";"";"6";""
"1354";"1352";"8";"";"Andere Fruchtkonserven";"Autres fruits en conserves";"Altra frutta in scatola";"";"";"";"";"6";""
"1355";"1352";"8";"";"Babynahrung auf Fruchtbasis im Glas";"Aliment pour bébé aux fruits en bocal";"Alimento per bebè alla frutta in vasetto";"";"";"";"";"6";""
"1359";"1305";"5";"Pulses, potatoes and mushrooms";"Gemüse, Kartoffeln und Pilze";"Légumes, pommes de terre et champignons";"Verdura, patate e funghi";"";"";"";"";"3";""
"1360";"1359";"6";"Fresh vegetables, potatoes and mushrooms";"Frisches Gemüse, Kartoffeln und Pilze";"Légumes frais, pommes de terre et champignons";"Verdura fresca, patate e funghi";"";"";"";"";"3";""
"1361";"1360";"7";"Fruiting vegetables";"Fruchtgemüse";"Légumes-fruits";"Ortaggi";"";"";"";"";"4";""
"1362";"1361";"8";"";"Tomaten";"Tomates";"Pomodori";"";"";"";"";"6";""
"1387";"1361";"8";"";"Auberginen";"Aubergines";"Melanzane";"";"";"";"";"6";""
"1363";"1361";"8";"";"Peperoni";"Poivrons";"Peperoni";"";"";"";"";"6";""
"1364";"1361";"8";"";"Gurken";"Concombres";"Cetrioli";"";"";"";"";"6";""
"1365";"1361";"8";"";"Zucchetti";"Courgettes";"Zucchine";"";"";"";"";"6";""
"1369";"1360";"7";"Root vegetables";"Wurzelgemüse";"Légumes-racines";"Radici commestibili";"";"";"";"";"4";""
"1370";"1369";"8";"";"Karotten";"Carottes";"Carote";"";"";"";"";"6";""
"1371";"1369";"8";"";"Karotten geraffelt, Beutel";"Carottes râpées, en sachet";"Carote grattugiate, in sacchetto";"";"";"";"";"6";""
"1372";"1369";"8";"";"Knollensellerie";"Céleris-rave";"Sedano-rapa";"";"";"";"";"6";""
"1373";"1369";"8";"";"Fenchel";"Fenouil";"Finocchio";"";"";"";"";"6";""
"1375";"1369";"8";"";"Kohlrabi";"Choux-pommes";"Cavolo-rapa";"";"";"";"";"6";""
"1379";"1360";"7";"Salad vegetables";"Salatgemüse";"Légumes-salades";"Insalata";"";"";"";"";"4";""
"1380";"1379";"8";"";"Kopfsalat";"Salade pommée";"Lattuga cappuccina";"";"";"";"";"6";""
"1381";"1379";"8";"";"Brüsseler";"Endives";"Indivia belga";"";"";"";"";"6";""
"1384";"1379";"8";"";"Nüsslisalat";"Doucette, rampon, mâche";"Formentino (valerianella)";"";"";"";"";"6";""
"1385";"1379";"8";"";"Eisbergsalat";"Laitue Iceberg";"Insalata Iceberg";"";"";"";"";"6";""
"1386";"1379";"8";"";"Geschnittener Salat, im Beutel";"Salade coupée, en sachet";"Insalata tagliata, in sacchetto";"";"";"";"";"6";""
"1391";"1360";"7";"Brassicas";"Kohlgemüse";"Légumes-choux";"Cavoli";"";"";"";"";"4";""
"1392";"1391";"8";"";"Blumenkohl";"Choux-fleurs";"Cavolfiore";"";"";"";"";"6";""
"1393";"1391";"8";"";"Weisskabis";"Choux blancs";"Cavolo bianco";"";"";"";"";"6";""
"1394";"1391";"8";"";"Chinakohl";"Choux chinois";"Cavolo cinese";"";"";"";"";"6";""
"1395";"1391";"8";"";"Broccoli";"Brocolis";"Broccoli";"";"";"";"";"6";""
"1400";"1360";"7";"Onions";"Zwiebeln";"Oignons";"Cipolle";"";"";"";"";"4";""
"1401";"1400";"8";"";"Zwiebeln";"Oignons";"Cipolle";"";"";"";"";"6";""
"1402";"1400";"8";"";"Lauch";"Poireaux";"Porri";"";"";"";"";"6";""
"1405";"1400";"8";"Garlic";"Knoblauch";"Ail";"Aglio";"";"";"";"";"5";""
"1403";"1405";"9";"";"Knoblauch, abgepackt";"Ail, emballé";"Aglio, imballato";"";"";"";"";"6";""
"1404";"1405";"9";"";"Knoblauch, Stück";"Ail, pièce";"Aglio, pezzo";"";"";"";"";"6";""
"1407";"1360";"7";"Other vegetables and mushrooms";"Andere Gemüse und Pilze";"Autres légumes et champignons";"Altra verdura e funghi";"";"";"";"";"4";""
"1408";"1407";"8";"";"Champignons de Paris";"Champignons de Paris";"Funghi (champignons di Parigi)";"";"";"";"";"6";""
"1409";"1407";"8";"";"Spargeln, weiss";"Asperges blanches";"Asparagi bianchi";"";"";"";"";"6";""
"1410";"1407";"8";"";"Spargeln, grün";"Asperges vertes";"Asparagi verdi";"";"";"";"";"6";""
"1411";"1407";"8";"";"Buschbohnen, nicht extrafein";"Haricots nains (non extra-fins)";"Fagioli nani, non extrafini";"";"";"";"";"6";""
"1412";"1407";"8";"";"Radieschen";"Radis rouges";"Ravanello";"";"";"";"";"6";""
"1413";"1407";"8";"";"Petersilie";"Persil";"Prezzemolo";"";"";"";"";"6";""
"1417";"1360";"7";"Potatoes";"Kartoffeln";"Pommes de terre";"Patate";"";"";"";"";"4";""
"1418";"1417";"8";"";"Kartoffeln, 2.5 kg";"Pommes de terre, 2.5 kg";"Patate, 2.5 kg";"";"";"";"";"6";""
"1419";"1417";"8";"";"Kartoffeln, 1 kg";"Pommes de terre, 1 kg";"Patate, 1 kg";"";"";"";"";"6";""
"1423";"1359";"6";"Dried, frozen, tinned vegetables and mushrooms";"Konservierte Gemüse und Pilze";"Légumes et champignons séchés, surgelés et en conserve";"Ortaggi e funghi secchi, surgelati e in conserve";"";"";"";"";"4";""
"1424";"1423";"7";"";"Dörrgemüse und getrocknete Pilze";"Légumes et champignons séchés";"Verdura e funghi secchi";"";"";"";"";"6";""
"1425";"1423";"7";"";"Tiefkühlgemüse";"Légumes surgelés";"Ortaggi surgelati";"";"";"";"";"5";""
"1426";"1425";"8";"";"Spinat, tiefgekühlt";"Epinards, surgelés";"Spinaci, surgelati";"";"";"";"";"6";""
"1427";"1425";"8";"";"Anderes Tiefkühlgemüse";"Autres légumes surgelés";"Altri ortaggi surgelati";"";"";"";"";"6";""
"1428";"1423";"7";"";"Gemüsekonserven";"Légumes en conserve";"Conserve di ortaggi";"";"";"";"";"5";""
"1429";"1428";"8";"";"Grüne Bohnen in Büchsen";"Haricots verts en boîte";"Fagiolini verdi in scatola";"";"";"";"";"6";""
"1430";"1428";"8";"";"Erbsen und Karotten in Büchsen";"Petits pois et carottes en boîte";"Piselli e carote in scatola";"";"";"";"";"6";""
"1431";"1428";"8";"";"Tomaten, geschält";"Tomates pelées";"Pomodori pelati";"";"";"";"";"6";""
"1432";"1428";"8";"";"Tomatenextrakt und -purée";"Extrait ou purée de tomates";"Estratto di pomodoro e purè";"";"";"";"";"6";""
"1437";"1428";"8";"";"Sauerkraut, gekocht";"Choucroute cuite";"Crauti cotti";"";"";"";"";"6";""
"1433";"1428";"8";"";"Gurken, Cornichon in Gläsern";"Concombres, cornichons en bocal";"Cetrioli in vasetti";"";"";"";"";"6";""
"1434";"1428";"8";"";"Andere Gemüsekonserven";"Autres conserves de légumes";"Altre conserve di ortaggi";"";"";"";"";"6";""
"1435";"1428";"8";"";"Babynahrung auf Gemüsebasis im Glas";"Aliment pour bébé aux légumes en bocal";"Alimento per bébè alle verdure in vasetto";"";"";"";"";"6";""
"1440";"1359";"6";"Potato products";"Kartoffelhaltige Produkte";"Dérivés de la pomme de terre";"Derivati dalle patate";"";"";"";"";"4";""
"1441";"1440";"7";"";"Pommes Chips";"Pommes chips";"Patatine";"";"";"";"";"6";""
"1442";"1440";"7";"";"Kartoffelstock, Pulver";"Purée de pommes de terre, en poudre";"Purea di patate in polvere";"";"";"";"";"6";""
"1444";"1440";"7";"";"Fertigrösti";"Röstis préparés";"Rösti pronti";"";"";"";"";"6";""
"1445";"1440";"7";"";"Kartoffelprodukte, tiefgekühlt";"Dérivés de la pomme de terre surgelés";"Prodotti derivati da patate surgelati";"";"";"";"";"5";""
"1443";"1445";"8";"";"Pommes frites, tiefgekühlt";"Pommes frites, surgelées";"Patate fritte surgelate";"";"";"";"";"6";""
"1446";"1445";"8";"";"Andere tiefgekühlte Kartoffelprodukte";"Autres dérivés de la pomme de terre surgelés";"Altri prodotti derivati dalle patate surgelati";"";"";"";"";"6";""
"1448";"1001";"4";"Sugar, jam, honey/other sugary foods";"Zucker, Konfitüren, Honig, Schokolade und andere Süsswaren";"Sucre, confiture, miel, chocolat et autres aliments sucrés";"Zucchero, marmellata, miele, cioccolata e altri dolciumi";"";"";"";"";"3";""
"1449";"1448";"5";"Jam and honey";"Konfitüren und Bienenhonig";"Confitures et miel d'abeilles";"Marmellata e miele d'api";"";"";"";"";"4";""
"1450";"1449";"6";"";"Konfitüren";"Confitures";"Marmellate";"";"";"";"";"6";""
"1451";"1449";"6";"";"Bienenhonig";"Miel d'abeilles";"Miele d'api";"";"";"";"";"6";""
"1455";"1448";"5";"Chocolate";"Schokolade";"Chocolat";"Cioccolato";"";"";"";"";"4";""
"1456";"1455";"6";"";"Schokolade in Tafelform";"Chocolat en plaque";"Cioccolato in tavolette";"";"";"";"";"6";""
"1457";"1455";"6";"";"Andere Schokolade";"Autre chocolat";"Altri tipi di cioccolato";"";"";"";"";"6";""
"1461";"1448";"5";"Sweets and chewing gum";"Süsswaren";"Bonbons et chewing-gum";"Dolciumi";"";"";"";"";"4";""
"1462";"1461";"6";"";"Zuckerhaltige Bonbons";"Bonbons avec sucre";"Caramelle con zucchero";"";"";"";"";"6";""
"1463";"1461";"6";"";"Zuckerfreie Bonbons";"Bonbons sans sucre";"Caramelle senza zucchero";"";"";"";"";"6";""
"1464";"1461";"6";"";"Kaugummi";"Chewing-gum";"Gomma da masticare";"";"";"";"";"6";""
"1468";"1448";"5";"Ice-cream";"Speiseeis";"Glaces";"Gelati alimentari";"";"";"";"";"4";""
"1469";"1468";"6";"";"Eiscreme, Portionen";"Crème glacée ou sorbet, en portions";"Gelato o sorbetto, in porzioni";"";"";"";"";"6";""
"1470";"1468";"6";"";"Eiscreme, Familienpackung";"Crème glacée, emballage familial";"Gelato, confezione famiglia";"";"";"";"";"6";""
"1471";"1468";"6";"";"Eistorten, Spezialitäten";"Tourte glacée, spécialité glacée";"Torta gelato, specialità";"";"";"";"";"6";""
"1475";"1448";"5";"Sugar";"Zucker";"Sucre";"Zucchero";"";"";"";"";"4";""
"1476";"1475";"6";"";"Kristall-Zucker";"Sucre cristallisé";"Zucchero cristallino";"";"";"";"";"6";""
"1501";"1475";"6";"";"Künstliche Süssstoffe";"Edulcorant artificiel";"Dolcificanti artificiali";"";"";"";"";"6";""
"1477";"1475";"6";"";"Anderer Zucker";"Autre sucre";"Altro zucchero";"";"";"";"";"6";""
"1481";"1001";"4";"Other food products";"Sonstige Nahrungsmittel";"Autres produits d'alimentation";"Altri prodotti alimentari";"";"";"";"";"3";""
"1482";"1481";"5";"Soup powders, spices, sauces";"Trockensuppen, Gewürze, Saucen";"Soupes en poudre, épices, sauces";"Minestre in polvere, spezie, salse";"";"";"";"";"4";""
"1483";"1482";"6";"";"Trockensuppen";"Soupes en poudre";"Minestre in polvere";"";"";"";"";"5";""
"1484";"1483";"7";"";"Beutelsuppen";"Soupes en sachets";"Minestre in bustina";"";"";"";"";"6";""
"1485";"1483";"7";"Instant soups";"Instant-Suppen";"Soupes instantanées";"Minestre istantanee";"";"";"";"";"6";""
"1486";"1482";"6";"";"Salz, Gewürze und Kräuter";"Sel, épices et herbes";"Sale, spezie ed erbe";"";"";"";"";"5";""
"1487";"1486";"7";"";"Salz";"Sel";"Sale";"";"";"";"";"6";""
"1488";"1486";"7";"";"Trockenkräuter und -gewürze";"Herbes et épices séchées";"Erbe e spezie secche";"";"";"";"";"6";""
"1489";"1486";"7";"";"Flüssigwürze";"Condiment liquide";"Condimento liquido";"";"";"";"";"6";""
"1490";"1486";"7";"";"Würzmischungen";"Mélange d'épices";"Condimento in polvere";"";"";"";"";"6";""
"1502";"1486";"7";"";"Bouillon";"Bouillon";"Brodo";"";"";"";"";"6";""
"1491";"1482";"6";"";"Andere Nahrungsmittel";"Autres produits d'alimentation";"Altri prodotti alimentari";"";"";"";"";"5";""
"1492";"1491";"7";"";"Trockensaucen in gr";"Sauces en poudre en gr";"Salse in polvere in gr";"";"";"";"";"6";""
"1493";"1491";"7";"";"Flüssigsaucen in dl";"Sauces liquides en dl";"Salse liquide in dl";"";"";"";"";"6";""
"1524";"1491";"7";"";"Flüssigsaucen in gr";"Sauces  liquides en gr";"Salse liquide in gr";"";"";"";"";"6";""
"1494";"1491";"7";"";"Salatsaucen";"Sauces à salade";"Salse per insalate";"";"";"";"";"6";""
"1495";"1491";"7";"";"Mayonnaise";"Mayonnaise";"Maionese";"";"";"";"";"6";""
"1496";"1491";"7";"";"Senf";"Moutarde";"Senape";"";"";"";"";"6";""
"1497";"1491";"7";"";"Essig";"Vinaigre";"Aceto";"";"";"";"";"6";""
"1498";"1491";"7";"Ketchup";"Ketchup";"Ketchup";"Ketchup";"";"";"";"";"6";""
"1499";"1491";"7";"";"Brotaufstrich";"Pâte à tartiner";"Prodotti da spalmare";"";"";"";"";"6";""
"1500";"1491";"7";"";"Fleischersatz-Produkte";"Succédané de viande";"Succedaneo di carne";"";"";"";"";"6";""
"1505";"1481";"5";"Ready-made foods";"Küchenfertige Nahrungsmittel";"Produits alimentaires prêts à l'emploi";"Alimenti precotti";"";"";"";"";"4";""
"1503";"1505";"6";"";"Fertigmahlzeiten aus dem Kühlregal";"Plats préparés du rayon réfrigéré";"Pasti pronti dal reparto refrigerato";"";"";"";"";"5";""
"1515";"1503";"7";"";"Fertigsalate und Antipasti";"Salades et hors-d'oeuvre préparés";"Insalate e antipasti pronti";"";"";"";"";"5";""
"1436";"1515";"8";"";"Essfertige Gemüsesalate";"Salades préparées avec légumes";"Insalate di verdure";"";"";"";"";"6";""
"1506";"1515";"8";"";"Andere Fertigsalate";"Autres salades prêtes à l'emploi";"Altre insalate pronte";"";"";"";"";"6";""
"1523";"1515";"8";"";"Antipasti";"Hors d'oeuvre préparés";"Antipasti";"";"";"";"";"6";""
"1504";"1503";"7";"";"Fertiggerichte";"Plats cuisinés";"Pasti pronti";"";"";"";"";"5";""
"1509";"1504";"8";"";"Essfertige Mahlzeiten und Suppen";"Plats et soupes cuisinés";"Piatti e minestre pronti";"";"";"";"";"6";""
"1512";"1504";"8";"";"Pizza aus Kühlregal";"Pizza fraîche";"Pizza fresca";"";"";"";"";"6";""
"1514";"1505";"6";"";"Tiefgekühlte Fertigmahlzeiten";"Plats cuisinés surgelés";"Pasti pronti surgelati";"";"";"";"";"5";""
"1511";"1514";"7";"";"Pizza, tiefgekühlt";"Pizza surgelée";"Pizza surgelata";"";"";"";"";"6";""
"1513";"1514";"7";"";"Aperitifgebäck, tiefgekühlt";"Pâtisseries pour apéro, surgelées";"Pasticceria per aperitivo, surgelata";"";"";"";"";"6";""
"1507";"1514";"7";"";"Fertigmahlzeiten, tiefgekühlt";"Plats cuisinés surgelés";"Pasti pronti surgelati";"";"";"";"";"6";""
"1516";"1505";"6";"";"Getrocknete Fertigmahlzeiten";"Plats cuisinés séchés";"Pasti pronti essiccati";"";"";"";"";"5";""
"1508";"1516";"7";"";"Fertigmahlzeiten, getrocknet";"Plats préparés séchés";"Piatti pronti essiccati";"";"";"";"";"6";""
"1517";"1";"3";"Non-alcoholic beverages (Retail)";"Alkoholfreie Getränke (Detailhandel)";"Boissons non alcoolisées (Commerce de détail)";"Bevande analcoliche (Commercio al dettaglio)";"";"";"";"";"3";""
"1518";"1517";"4";"Coffee, tea, cocoa and nutritional beverages";"Kaffee, Tee, Kakao und Nährgetränke";"Café, thé, cacao et boissons nutritives";"Caffè, tè, cacao e bevande fortificanti";"";"";"";"";"3";""
"1530";"1518";"5";"Coffee (Retail)";"Kaffee (Detailhandel)";"Café (Commerce de détail)";"Caffè (Commercio al dettaglio)";"";"";"";"";"4";""
"1519";"1530";"6";"";"Bohnenkaffee";"Café torréfié";"Caffè torrefatto";"";"";"";"";"5";""
"1520";"1519";"7";"";"Bohnenkaffee, 250 gr";"Café torréfié, 250 gr";"Caffè torrefatto, 250 gr";"";"";"";"";"6";""
"1521";"1519";"7";"";"Bohnenkaffee, 500 gr";"Café torréfié, 500 gr";"Caffè torrefatto, 500 gr";"";"";"";"";"6";""
"1522";"1519";"7";"";"Bohnenkaffee, koffeinfrei";"Café torréfié, décaféiné";"Caffè torrefatto, decaffeinato";"";"";"";"";"6";""
"1526";"1530";"6";"";"Löslicher Kaffee";"Café soluble";"Caffè solubile";"";"";"";"";"5";""
"1527";"1526";"7";"";"Löslicher Kaffee";"Café soluble";"Caffè solubile";"";"";"";"";"6";""
"1528";"1526";"7";"";"Löslicher Kaffee, koffeinfrei";"Café soluble, décaféiné";"Caffè solubile, decaffeinato";"";"";"";"";"6";""
"1529";"1530";"6";"";"Kaffee in Kapseln";"Café en capsules";"Caffè in capsule";"";"";"";"";"6";""
"1532";"1518";"5";"Tea (Retail)";"Tee (Detailhandel)";"Thé (Commerce de détail)";"Tè (Commercio al dettaglio)";"";"";"";"";"4";""
"1533";"1532";"6";"Tea";"Tee";"Thé";"Tè";"";"";"";"";"6";""
"1534";"1532";"6";"";"Kräuter- und Früchtetee";"Tisane aux herbes ou aux fruits";"Tisane e tè di frutta";"";"";"";"";"6";""
"1535";"1532";"6";"";"Eisteepulver";"Poudre pour thé glacé";"Polvere per tè freddo";"";"";"";"";"6";""
"1539";"1518";"5";"Cocoa and nutritional beverages";"Kakao und Nährgetränke";"Cacao et boissons nutritives";"Cacao e bevande fortificanti";"";"";"";"";"4";""
"1540";"1539";"6";"";"Kakao und Nährgetränke";"Cacao et boissons nutritives";"Cacao e bevande fortificanti";"";"";"";"";"6";""
"1544";"1517";"4";"Mineral waters, soft drinks and juices";"Mineralwasser, Süssgetränke und Säfte";"Eaux minérales, boissons sucrées et jus";"Acqua minerale, bevande edulcorate e succhi";"";"";"";"";"3";""
"1545";"1544";"5";"Natural mineral water";"Natürliche Mineralwasser (Detailhandel)";"Eaux minérales naturelles (Commerce de détail)";"Acqua minerale naturale (Commercio al dettaglio)";"";"";"";"";"4";""
"1547";"1545";"6";"";"Natürliche Mineralwasser, 1.5 l";"Eau minérale naturelle, 1.5 l";"Acqua minerale naturale, 1.5 l";"";"";"";"";"6";""
"1548";"1545";"6";"";"Natürliche Mineralwasser, 5 dl";"Eau minérale naturelle, 5 dl";"Acqua minerale naturale, 5 dl";"";"";"";"";"6";""
"1552";"1544";"5";"Soft drinks";"Süssgetränke (Detailhandel)";"Boissons sucrées (Commerce de détail)";"Bevande edulcorate (Commercio al dettaglio)";"";"";"";"";"4";""
"1554";"1552";"6";"";"Aromagetränke, 1.5 l";"Boissons aromatisées, 1.5 l";"Bevande aromatizzate, 1.5 l";"";"";"";"";"6";""
"1555";"1552";"6";"";"Aromagetränke, 5 dl";"Boissons aromatisées, 5 dl";"Bevande aromatizzate, 5 dl";"";"";"";"";"6";""
"1556";"1552";"6";"";"Eistee";"Thé froid";"Tè freddo";"";"";"";"";"6";""
"1557";"1552";"6";"";"Andere Getränke (Detailhandel)";"Autres boissons (Commerce détail)";"Altre bevande (Commercio al dettaglio)";"";"";"";"";"5";""
"1558";"1557";"7";"";"Sirup";"Sirop";"Sciroppo";"";"";"";"";"6";""
"1560";"1557";"7";"";"Energy Drink";"Boissons énergétiques (Energy Drink)";"Energy Drink";"";"";"";"";"6";""
"1563";"1544";"5";"Fruit or vegetable juices";"Frucht- und Gemüsesäfte (Detailhandel)";"Jus de fruits ou de légumes (Commerce de détail)";"Succhi di frutta e di ortaggi (Commercio al dettaglio)";"";"";"";"";"4";""
"1564";"1563";"6";"";"Fruchtsaft";"Jus de fruits";"Succo di frutta";"";"";"";"";"6";""
"1565";"1563";"6";"";"Gemüsesaft";"Jus de légumes";"Succo di ortaggi";"";"";"";"";"6";""
"2";"100";"2";"Alcoholic beverages and tobacco";"Alkoholische Getränke und Tabak";"Boissons alcoolisées et tabacs";"Bevande alcoliche e tabacchi";"";"";"";"";"2";""
"2001";"2";"3";"Alcoholic beverages (Retail)";"Alkoholische Getränke (Detailhandel)";"Boissons alcoolisées (Commerce de détail)";"Bevande alcoliche (Commercio al dettaglio)";"";"";"";"";"3";""
"2002";"2001";"4";"Spirits";"Spirituosen";"Spiritueux";"Acquaviti e liquori";"";"";"";"";"3";""
"2003";"2002";"5";"Spirits/brandies";"Brände (Detailhandel)";"Eau-de-vie (Commerce de détail)";"Acquavite (Commercio al dettaglio)";"";"";"";"";"4";""
"2004";"2003";"6";"";"Branntweine";"Eau-de-vie de vin";"Acquavite di vino";"";"";"";"";"6";""
"2005";"2003";"6";"";"Obstbrände";"Eau-de-vie de fruits";"Acquavite di frutta";"";"";"";"";"6";""
"2006";"2003";"6";"";"Andere Brände";"Autre eau-de-vie";"Altre aquaviti";"";"";"";"";"5";""
"2007";"2006";"7";"Whisky";"Whisky";"Whisky";"Whisky";"";"";"";"";"6";""
"2008";"2006";"7";"";"Wodka";"Vodka";"Vodka";"";"";"";"";"6";""
"2009";"2006";"7";"";"Spezialitäten";"Autres spécialités";"Altre specialità";"";"";"";"";"6";""
"2010";"2002";"5";"Liqueurs and aperitifs";"Likör und Apéro-Getränke (Detailhandel)";"Liqueurs et apéritifs (Commerce de détail)";"Liquori e aperitivi (Commercio al dettaglio)";"";"";"";"";"4";""
"2011";"2010";"6";"";"Likör";"Liqueur";"Liquori";"";"";"";"";"6";""
"2012";"2010";"6";"";"Aperitifs/Bitter";"Apéritif/bitter";"Aperitivi/Bitter";"";"";"";"";"6";""
"2013";"2010";"6";"";"Wermut und ähnliche";"Vermouth et assimilés";"Vermut e simile";"";"";"";"";"6";""
"2017";"2001";"4";"Wine (Retail)";"Wein (Detailhandel)";"Vin (Commerce de détail)";"Vino (Commercio al dettaglio)";"";"";"";"";"3";""
"2018";"2017";"5";"Red Wine";"Rotwein";"Vin rouge";"Vino rosso";"";"";"";"";"3";""
"2019";"2018";"6";"Swiss red wine";"Rotwein, inländisch (Detailhandel)";"Vin rouge indigène (Commerce de détail)";"Vino rosso indigeno (Commercio al dettaglio)";"";"";"";"";"4";""
"2020";"2019";"7";"";"Walliser Rotwein, 5 dl";"Vin rouge valaisan, 5 dl";"Vino rosso vallesano, 5 dl";"";"";"";"";"6";""
"2021";"2019";"7";"";"Walliser Rotwein, 7.5 dl";"Vin rouge valaisan, 7.5 dl";"Vino rosso vallesano, 7.5 dl";"";"";"";"";"6";""
"2022";"2019";"7";"";"Waadtländer Rotwein, 5 dl";"Vin rouge vaudois, 5 dl";"Vino rosso vodese, 5 dl";"";"";"";"";"6";""
"2023";"2019";"7";"";"Waadtländer Rotwein, 7.5 dl";"Vin rouge vaudois, 7.5 dl";"Vino rosso vodese, 7.5 dl";"";"";"";"";"6";""
"2024";"2019";"7";"";"Andere inländische Rotweine, 5 dl";"Autre vin rouge indigène, 5 dl";"Altro vino rosso indigeno, 5 dl";"";"";"";"";"6";""
"2025";"2019";"7";"";"Andere inländische Rotweine, 7.5 dl";"Autre vin rouge indigène, 7.5 dl";"Altro vino rosso indigeno, 7.5 dl";"";"";"";"";"6";""
"2027";"2019";"7";"";"Inländischer Roséwein, 7.5 dl";"Vin rosé indigène, 7.5 dl";"Vino rosato indigeno, 7.5 dl";"";"";"";"";"6";""
"2031";"2018";"6";"Foreign red wine";"Rotwein, ausländisch (Detailhandel)";"Vin rouge étranger (Commerce de détail)";"Vino rosso importato (Commercio al dettaglio)";"";"";"";"";"4";""
"2033";"2031";"7";"";"Französischer Rotwein, 7.5 dl";"Vin rouge français, 7.5 dl";"Vino rosso francese, 7.5 dl";"";"";"";"";"6";""
"2035";"2031";"7";"";"Italienischer Rotwein, 7.5 dl";"Vin rouge italien, 7.5 dl";"Vino rosso italiano, 7.5 dl";"";"";"";"";"6";""
"2037";"2031";"7";"";"Spanischer Rotwein, 7.5 dl";"Vin rouge espagnol, 7.5 dl";"Vino rosso spagnolo, 7.5 dl";"";"";"";"";"6";""
"2039";"2031";"7";"";"Andere ausländische Rotweine, 7.5 dl";"Autre vin rouge étranger, 7.5 dl";"Altri vini rossi importati, 7.5 dl";"";"";"";"";"6";""
"2041";"2031";"7";"";"Ausländische Roséweine, 7.5 dl";"Vin rosé étranger, 7.5 dl";"Vini rosati importati, 7.5 dl";"";"";"";"";"6";""
"2045";"2017";"5";"White wine";"Weisswein";"Vin blanc";"Vino bianco";"";"";"";"";"3";""
"2046";"2045";"6";"Swiss white wine";"Weisswein, inländisch (Detailhandel)";"Vin blanc indigène (Commerce de détail)";"Vino bianco indigeno (Commercio al dettaglio)";"";"";"";"";"4";""
"2047";"2046";"7";"";"Waadtländer Weisswein, 5 dl";"Vin blanc vaudois, 5 dl";"Vino bianco vodese, 5 dl";"";"";"";"";"6";""
"2048";"2046";"7";"";"Waadtländer Weisswein, 7.5 dl";"Vin blanc vaudois, 7.5 dl";"Vino bianco vodese, 7.5 dl";"";"";"";"";"6";""
"2049";"2046";"7";"";"Walliser Weisswein, 5 dl";"Vin blanc valaisan, 5 dl";"Vino bianco vallesano, 5 dl";"";"";"";"";"6";""
"2050";"2046";"7";"";"Walliser Weisswein, 7.5 dl";"Vin blanc valaisan, 7.5 dl";"Vino bianco vallesano, 7.5 dl";"";"";"";"";"6";""
"2051";"2046";"7";"";"Andere inländische Weissweine, 5 dl";"Autre vin blanc indigène, 5 dl";"Altri vini bianchi indigeni, 5 dl";"";"";"";"";"6";""
