PARTNER_NB;PARTNER_NAME_TX;PARTNER_SUPPLEMENT_TX;PARTNER_STREET_TX;PARTNER_ZIP_CD;PARTNER_TOWN_TX;PARTNER_TEL_NB_TX;PARTNER_E_MAIL_TX;PARTNER_LANGUAGE_CD;FIRST_NAME_TX;LAST_NAME_TX;PERSON_FUNCTION_TX;PERSON_LANGUAGE_CD;PERSON_TEL_NB_TX;PERSON_E_MAIL_TX
8566;PMS 8566;Zusatzname;Espace de l'Europe 12;2564;Neuchâtel;;;2;Peter;Muster;653'724;;;
8567;PMS 8567;Zusatzname;Espace de l'Europe 12;2564;Neuchâtel;;;2;Peter;Muster;653'724;;;
8568;PMS 8568;Centre Commercial;Espace de l'Europe 12;2564;Neuchâtel;;;2;Peter;Muster;653'724;;;
8569;PMS 8569;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;2;Peter;Muster;242'231;;;
8570;PMS 8570;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;2;Peter;Muster;;;;
8571;PMS 8571;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;2;Peter;Muster;565'059;;;
8572;PMS 8572;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;2;Peter;Muster;;;;
8573;PMS 8573;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;2;Peter;Muster;;;;
8575;PMS 8575;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;2;Peter;Muster;;;;
9004;PMS 9004;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Peter;Muster;534'828;;;
9006;PMS 9006;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;lik@bfs.admin.ch;1;Peter;Muster;121'651;;;
9008;PMS 9008;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Peter;Muster;;;;
9014;PMS 9014;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Peter;Muster;121'651;;;
9015;PMS 9015;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Peter;Muster;437'871;1;;
9017;PMS 9017;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;lik@bfs.admin.ch;1;Peter;Muster;731'703;;;
9018;PMS 9018;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;lik@bfs.admin.ch;1;Peter;Muster;;;;
9027;PMS 9027;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Peter;Muster;121'651;;;
9030;PMS 9030;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Peter;Muster;534'828;;;
9036;PMS 9036;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Peter;Muster;534'828;;;
9038;PMS 9038;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Peter;Muster;534'828;;;
9047;PMS 9047;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Peter;Muster;121'651;;;
9050;PMS 9050;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Peter;Muster;437'871;1;;
9064;PMS 9064;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Peter;Muster;121'651;;;
9070;PMS 9070;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Peter;Muster;437'871;1;;
9081;PMS 9081;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Peter;Muster;;;;
9083;PMS 9083;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Peter;Muster;;;;
9089;PMS 9089;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Peter;Muster;437'871;1;;
9096;PMS 9096;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;lik@bfs.admin.ch;1;Peter;Muster;534'828;;;
9107;PMS 9107;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Peter;Muster;;;;
9108;PMS 9108;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Peter;Muster;534'828;;;
9112;PMS 9112;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Peter;Muster;437'871;1;;
9116;PMS 9116;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Peter;Muster;534'828;;;
9117;PMS 9117;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Peter;Muster;696'979;;;
9121;PMS 9121;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Peter;Muster;534'828;;;
9122;PMS 9122;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Peter;Muster;437'871;1;;
9124;PMS 9124;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Peter;Muster;437'871;1;;
9141;PMS 9141;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Peter;Muster;534'828;;;
9149;PMS 9149;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Peter;Muster;121'651;;;
9152;PMS 9152;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Peter;Muster;437'871;1;;
9154;PMS 9154;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Peter;Muster;437'871;1;;
9155;PMS 9155;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Peter;Muster;534'828;;;
9156;PMS 9156;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Peter;Muster;121'651;;;
9157;PMS 9157;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Peter;Muster;534'828;;;
9158;PMS 9158;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Peter;Muster;534'828;;;
9159;PMS 9159;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Peter;Muster;534'828;;;
9191;PMS 9191;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;lik@bfs.admin.ch;1;Peter;Muster;437'871;1;;
9211;PMS 9211;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Alphonse;Dupont;121'651;;;
9212;PMS 9212;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;437'871;1;;
9215;PMS 9215;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Alphonse;Dupont;437'871;1;;
9216;PMS 9216;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;lik@bfs.admin.ch;1;Alphonse;Dupont;121'651;;;
9219;PMS 9219;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Alphonse;Dupont;805'306;;;
9236;PMS 9236;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Alphonse;Dupont;121'651;;;
9262;PMS 9262;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Alphonse;Dupont;121'651;;;
9266;PMS 9266;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;lik@bfs.admin.ch;1;Alphonse;Dupont;437'871;1;;
9267;PMS 9267;;Espace de l'Europe 12;8561;Fribourg;;;1;Alphonse;Dupont;;;;
9270;PMS 9270;;Espace de l'Europe 12;8561;Fribourg;;;1;Alphonse;Dupont;534'828;;;
9272;PMS 9272;Zusatzname;Espace de l'Europe 12;8561;Fribourg;;;1;Alphonse;Dupont;534'828;;;
9273;PMS 9273;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;437'871;1;;
9274;PMS 9274;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;lik@bfs.admin.ch;1;Alphonse;Dupont;534'828;;;
9275;PMS 9275;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;lik@bfs.admin.ch;1;Alphonse;Dupont;437'871;1;;
9276;PMS 9276;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;lik@bfs.admin.ch;1;Alphonse;Dupont;121'651;;;
9277;PMS 9277;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;lik@bfs.admin.ch;1;Alphonse;Dupont;534'828;;;
9278;PMS 9278;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Alphonse;Dupont;437'871;1;;
9279;PMS 9279;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;lik@bfs.admin.ch;1;Alphonse;Dupont;534'828;;;
9280;PMS 9280;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;lik@bfs.admin.ch;1;Alphonse;Dupont;121'651;;;
9281;PMS 9281;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;534'828;;;
9285;PMS 9285;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;lik@bfs.admin.ch;1;Alphonse;Dupont;437'871;1;;
9286;PMS 9286;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;lik@bfs.admin.ch;1;Alphonse;Dupont;;;;
9288;PMS 9288;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Alphonse;Dupont;121'651;;;
9319;PMS 9319;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;437'871;1;;
9320;PMS 9320;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Alphonse;Dupont;437'871;1;;
9322;PMS 9322;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Alphonse;Dupont;534'828;;;
9324;PMS 9324;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;lik@bfs.admin.ch;1;Alphonse;Dupont;534'828;;;
9325;PMS 9325;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;lik@bfs.admin.ch;1;Alphonse;Dupont;534'828;;;
9326;PMS 9326;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;lik@bfs.admin.ch;1;Alphonse;Dupont;534'828;;;
9327;PMS 9327;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Alphonse;Dupont;534'828;;;
9328;PMS 9328;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;lik@bfs.admin.ch;1;Alphonse;Dupont;534'828;;;
9330;PMS 9330;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;437'871;1;;
9334;PMS 9334;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Alphonse;Dupont;121'651;;;
9342;PMS 9342;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Alphonse;Dupont;437'871;1;;
9343;PMS 9343;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Alphonse;Dupont;;;;
9344;PMS 9344;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;;;;
9345;PMS 9345;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Alphonse;Dupont;437'871;1;;
9353;PMS 9353;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;lik@bfs.admin.ch;1;Alphonse;Dupont;121'651;;;
9367;PMS 9367;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Alphonse;Dupont;121'651;;;
9368;PMS 9368;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;121'651;;;
9369;PMS 9369;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Alphonse;Dupont;121'651;;;
9370;PMS 9370;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Alphonse;Dupont;121'651;;;
9371;PMS 9371;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Alphonse;Dupont;121'651;;;
9372;PMS 9372;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;437'871;1;;
9373;PMS 9373;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Alphonse;Dupont;534'828;;;
9379;PMS 9379;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Alphonse;Dupont;534'828;;;
9383;PMS 9383;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Alphonse;Dupont;121'651;;;
9397;PMS 9397;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;121'651;;;
9398;PMS 9398;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Alphonse;Dupont;534'828;;;
9407;PMS 9407;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Alphonse;Dupont;534'828;;;
9433;PMS 9433;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;lik@bfs.admin.ch;1;Alphonse;Dupont;534'828;;;
9438;PMS 9438;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;121'651;;;
9439;PMS 9439;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Alphonse;Dupont;437'871;1;;
9442;PMS 9442;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Alphonse;Dupont;534'828;;;
9443;PMS 9443;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Alphonse;Dupont;;;;
9446;PMS 9446;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;lik@bfs.admin.ch;1;Alphonse;Dupont;;;;
9482;PMS 9482;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;lik@bfs.admin.ch;1;Alphonse;Dupont;731'703;;;
9483;PMS 9483;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Alphonse;Dupont;437'871;1;;
9484;PMS 9484;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Alphonse;Dupont;534'828;;;
9485;PMS 9485;;Espace de l'Europe 12;8561;Fribourg;;;1;Alphonse;Dupont;534'828;;;
9486;PMS 9486;;Espace de l'Europe 12;8561;Fribourg;;;1;Alphonse;Dupont;534'828;;;
9487;PMS 9487;;Espace de l'Europe 12;8561;Fribourg;;;1;Alphonse;Dupont;534'828;;;
9488;PMS 9488;;Espace de l'Europe 12;8561;Fribourg;;;1;Alphonse;Dupont;;;;
9491;PMS 9491;;Espace de l'Europe 12;8561;Fribourg;;;1;Alphonse;Dupont;534'828;;;
9495;PMS 9495;;Espace de l'Europe 12;8561;Fribourg;;;1;Alphonse;Dupont;121'651;;;
9496;PMS 9496;;Espace de l'Europe 12;8561;Fribourg;;;1;Alphonse;Dupont;121'651;;;
9497;PMS 9497;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;437'871;1;;
9500;PMS 9500;;Espace de l'Europe 12;8561;Fribourg;;;1;Alphonse;Dupont;121'651;;;
9502;PMS 9502;;Espace de l'Europe 12;8561;Fribourg;;;1;Alphonse;Dupont;121'651;;;
9503;PMS 9503;;Espace de l'Europe 12;8561;Fribourg;;;1;Alphonse;Dupont;121'651;;;
9504;PMS 9504;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;121'651;;;
9505;PMS 9505;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Alphonse;Dupont;121'651;;;
9507;PMS 9507;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Alphonse;Dupont;437'871;1;;
9508;PMS 9508;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Alphonse;Dupont;121'651;;;
9510;PMS 9510;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;121'651;;;
9519;PMS 9519;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Alphonse;Dupont;121'651;;;
9520;PMS 9520;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Alphonse;Dupont;437'871;1;;
9521;PMS 9521;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Alphonse;Dupont;;;;
9622;PMS 9622;RFP;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Alphonse;Dupont;437'871;1;;
9623;PMS 9623;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Germaine;Exemple;437'871;1;;
9624;PMS 9624;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Germaine;Exemple;534'828;;;
9625;PMS 9625;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Germaine;Exemple;534'828;;;
9626;PMS 9626;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;lik@bfs.admin.ch;1;Germaine;Exemple;121'651;;;
9627;PMS 9627;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Germaine;Exemple;534'828;;;
9628;PMS 9628;;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Germaine;Exemple;121'651;;;
9631;PMS 9631;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Germaine;Exemple;534'828;;;
9701;PMS 9701;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Germaine;Exemple;;;;
9703;PMS 9703;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Germaine;Exemple;;;;
9738;PMS 9738;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Germaine;Exemple;121'651;;;
9810;PMS 9810;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Germaine;Exemple;;;;
9826;PMS 9826;;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;1;Germaine;Exemple;;;;
9949;PMS 9949;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Germaine;Exemple;437'871;1;;
9952;PMS 9952;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Germaine;Exemple;437'871;1;;
9953;PMS 9953;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Germaine;Exemple;437'871;1;;
9954;PMS 9954;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 00;;;Germaine;Exemple;534'828;;;
10025;PMS 10025;;Espace de l'Europe 12;8561;Fribourg;058 463 69 01;;1;Germaine;Exemple;522'907;;;
10027;PMS 10027;Zusatzname;Espace de l'Europe 12;8561;Fribourg;058 463 69 02;;1;Germaine;Exemple;260'317;;;
10033;PMS 10033;;Espace de l'Europe 12;8561;Fribourg;058 463 69 03;;1;Germaine;Exemple;522'907;;;
10036;PMS 10036;Zusatzname;Espace de l'Europe 12;;;058 463 69 00;;1;Germaine;Exemple;503'428;1;;
10039;PMS 10039;Zusatzname;Espace de l'Europe 12;;;058 463 69 01;;1;Germaine;Exemple;522'907;;;
10041;PMS 10041;;Espace de l'Europe 12;3018;St-Gall;058 463 69 02;;2;Germaine;Exemple;549'669;;;
10045;PMS 10045;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;503'428;1;;
10047;PMS 10047;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 00;;1;Germaine;Exemple;522'907;;;
10059;PMS 10059;;Espace de l'Europe 12;3018;Sion;058 463 69 01;;1;Germaine;Exemple;260'317;;;
10060;PMS 10060;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 02;;1;Germaine;Exemple;260'317;;;
10062;PMS 10062;;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;583'832;;;
10079;PMS 10079;;Espace de l'Europe 12;3018;Sion;058 463 69 00;;1;Germaine;Exemple;583'832;;;
10084;PMS 10084;;Espace de l'Europe 12;3018;Sion;058 463 69 01;;1;Germaine;Exemple;157'967;;;
10085;PMS 10085;;Espace de l'Europe 12;3018;Sion;058 463 69 02;;1;Germaine;Exemple;583'832;;;
10086;PMS 10086;;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;522'907;;;
10101;PMS 10101;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 00;;1;Germaine;Exemple;522'907;;;
10103;PMS 10103;;Espace de l'Europe 12;3018;Sion;058 463 69 01;lik@bfs.admin.ch;1;Germaine;Exemple;522'907;;;
10106;PMS 10106;;Espace de l'Europe 12;3018;Sion;058 463 69 02;;1;Germaine;Exemple;583'832;;;
10109;PMS 10109;;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;583'832;;;
10110;PMS 10110;;Espace de l'Europe 12;3018;Sion;058 463 69 00;;1;Germaine;Exemple;583'832;;;
10114;PMS 10114;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 01;;1;Germaine;Exemple;522'907;;;
10115;PMS 10115;;Espace de l'Europe 12;3018;Sion;058 463 69 02;;1;Germaine;Exemple;503'428;1;;
10118;PMS 10118;;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;583'832;;;
10119;PMS 10119;;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;583'832;;;
10121;PMS 10121;;Espace de l'Europe 12;3018;Sion;058 463 69 03;lik@bfs.admin.ch;1;Germaine;Exemple;583'832;;;
10122;PMS 10122;;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;583'832;;;
10127;PMS 10127;;Espace de l'Europe 12;3018;Sion;;;1;Germaine;Exemple;522'907;;;
10128;PMS 10128;;Espace de l'Europe 12;3018;Sion;;;1;Germaine;Exemple;522'907;;;
10130;PMS 10130;;Espace de l'Europe 12;3018;Sion;;lik@bfs.admin.ch;1;Germaine;Exemple;522'907;;;
10131;PMS 10131;;Espace de l'Europe 12;3018;Sion;058 463 69 00;lik@bfs.admin.ch;1;Germaine;Exemple;260'317;;;
10136;PMS 10136;;Espace de l'Europe 12;3018;Sion;058 463 69 01;lik@bfs.admin.ch;1;Germaine;Exemple;503'428;1;;
10140;PMS 10140;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 02;;1;Germaine;Exemple;503'428;1;;
10144;PMS 10144;;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;503'428;1;;
10147;PMS 10147;;Espace de l'Europe 12;3018;Sion;058 463 69 00;lik@bfs.admin.ch;1;Germaine;Exemple;260'317;;;
10148;PMS 10148;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 01;;1;Germaine;Exemple;260'317;;;
10149;PMS 10149;;Espace de l'Europe 12;3018;Sion;058 463 69 02;;1;Germaine;Exemple;260'317;;;
10162;PMS 10162;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;260'317;;;
10164;PMS 10164;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 00;;1;Germaine;Exemple;503'428;1;;
10172;PMS 10172;;Espace de l'Europe 12;3018;Sion;058 463 69 01;;1;Germaine;Exemple;260'317;;;
10181;PMS 10181;;Espace de l'Europe 12;3018;Sion;058 463 69 02;;1;Germaine;Exemple;522'907;;;
10183;PMS 10183;;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;522'907;;;
10184;PMS 10184;;Espace de l'Europe 12;3018;Sion;058 463 69 00;;1;Germaine;Exemple;503'428;1;;
10682;PMS 10682;;Espace de l'Europe 12;3018;Sion;058 463 69 01;;1;Germaine;Exemple;157'967;;;
10683;PMS 10683;;Espace de l'Europe 12;3018;Sion;058 463 69 02;;1;Germaine;Exemple;157'967;;;
10684;PMS 10684;;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;805'306;;;
10685;PMS 10685;;Espace de l'Europe 12;3018;Sion;058 463 69 00;lik@bfs.admin.ch;1;Germaine;Exemple;;;;
10686;PMS 10686;;Espace de l'Europe 12;3018;Sion;058 463 69 01;;1;Germaine;Exemple;157'967;;;
10687;PMS 10687;;Espace de l'Europe 12;3018;Sion;058 463 69 02;lik@bfs.admin.ch;1;Germaine;Exemple;157'967;;;
10688;PMS 10688;;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;;;;
10689;PMS 10689;;Espace de l'Europe 12;3018;Sion;058 463 69 00;lik@bfs.admin.ch;1;Germaine;Exemple;157'967;;;
10690;PMS 10690;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 01;;1;Germaine;Exemple;805'306;;;
10696;PMS 10696;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 02;lik@bfs.admin.ch;1;Germaine;Exemple;;;;
10698;PMS 10698;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;;;;
10714;PMS 10714;;Espace de l'Europe 12;3018;Sion;058 463 69 00;;1;Germaine;Exemple;157'967;;;
10716;PMS 10716;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 01;;1;Germaine;Exemple;805'306;;;
10718;PMS 10718;;Espace de l'Europe 12;3018;Sion;058 463 69 02;;1;Germaine;Exemple;;;;
10722;PMS 10722;;Espace de l'Europe 12;3018;Sion;058 463 69 03;;1;Germaine;Exemple;;;;
10723;PMS 10723;;Espace de l'Europe 12;3018;Sion;058 463 69 00;lik@bfs.admin.ch;1;Germaine;Exemple;157'967;;;
10725;PMS 10725;;Espace de l'Europe 12;3018;Sion;058 463 69 01;;1;Germaine;Exemple;157'967;;;
10727;PMS 10727;;Espace de l'Europe 12;3018;Sion;058 463 69 02;;1;Germaine;Exemple;;;;
10728;PMS 10728;;Espace de l'Europe 12;3018;Sion;058 463 69 03;lik@bfs.admin.ch;1;Germaine;Exemple;;;;
10729;PMS 10729;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 00;;1;Germaine;Exemple;;;;
10730;PMS 10730;Zusatzname;Espace de l'Europe 12;3018;Sion;058 463 69 01;;1;Germaine;Exemple;;;;
10731;PMS 10731;;;;;058 463 69 02;lik@bfs.admin.ch;1;Germaine;Exemple;;;;
10732;PMS 10732;;;;;058 463 69 03;lik@bfs.admin.ch;1;Germaine;Exemple;;;;
10733;PMS 10733;;Espace de l'Europe 12;7200;Berne;058 463 69 00;;1;Germaine;Exemple;;;;
10734;PMS 10734;;Espace de l'Europe 12;7200;Berne;058 463 69 01;lik@bfs.admin.ch;1;Germaine;Exemple;;;;
10735;PMS 10735;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 02;lik@bfs.admin.ch;1;Germaine;Exemple;805'306;;;
10736;PMS 10736;;Espace de l'Europe 12;7200;Berne;058 463 69 03;;1;Germaine;Exemple;805'306;;;
10737;PMS 10737;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 00;;1;Germaine;Exemple;157'967;;;
10738;PMS 10738;;Espace de l'Europe 12;7200;Berne;058 463 69 01;;1;Germaine;Exemple;;;;
10739;PMS 10739;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 02;;1;Germaine;Exemple;805'306;;;
10741;PMS 10741;;Espace de l'Europe 12;7200;Berne;058 463 69 03;;1;Germaine;Exemple;805'306;;;
10742;PMS 10742;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 00;;1;Germaine;Exemple;;;;
10745;PMS 10745;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 01;;1;Germaine;Exemple;157'967;;;
10746;PMS 10746;;Espace de l'Europe 12;7200;Berne;058 463 69 02;;1;Germaine;Exemple;;;;
10748;PMS 10748;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 03;;1;Germaine;Exemple;157'967;;;
10757;PMS 10757;Zusatzname;Espace de l'Europe 12;7200;Berne;;;1;Germaine;Exemple;157'967;;;
10760;PMS 10760;Zusatzname;Espace de l'Europe 12;7200;Berne;;;1;Germaine;Exemple;805'306;;;
10762;PMS 10762;Zusatzname;Espace de l'Europe 12;7200;Berne;;;1;Germaine;Exemple;;;;
